cv_id,position_idx,organization,linkedin,position,startDate,endDate,status,department,seniority,title_length,title_word_count,detected_language
389,0,Gaugler & Lutz GmbH & Co.KG,,Verkaufsleitung,1991-09,,ACTIVE,Sales,Lead,15,1,French
390,0,Siemens Gamesa,https://www.linkedin.com/company/siemensgamesa,Platform Support Direct Drive,2023-01,,ACTIVE,Customer Support,Professional,29,4,French
392,0,ErgaNet,https://www.linkedin.com/company/erganet,Recruitment Manager,2022-05,,ACTIVE,Human Resources,Professional,19,2,English
393,0,Schwab Retirement Plan Services,https://www.linkedin.com/company/schwab-retirement-services,"Vice President, National Sales Manager",2019-02,,ACTIVE,Sales,Management,38,5,English
394,0,SPIE Deutschland & Zentraleuropa,https://www.linkedin.com/company/spie-germany-switzerland-austria,Geschäftsführer SPIE GfT GmbH,2024-02,,ACTIVE,Other,Management,29,4,German
395,0,University of Tuebingen,https://www.linkedin.com/company/university-of-tuebingen,Professor,1990-01,,ACTIVE,Other,Professional,9,1,Other
396,0,Helios Kliniken GmbH,,Head of Marketing Technology (Teamlead),2018-09,,ACTIVE,Marketing,Lead,39,5,English
397,0,Saint-Gobain Isover,,AUTOMATICIEN ELECTRICIEN,2008-01,,ACTIVE,Other,Professional,24,2,French
400,0,CCL Label,https://www.linkedin.com/company/ccl-label,General Manager,2018-01,,ACTIVE,Other,Management,15,2,English
400,1,CCL Kontur,,Commercial Director,2014-07,,ACTIVE,Other,Director,19,2,English
401,0,marcoloeschdesign,,Grafikdesigner (Freelance),2023-07,,ACTIVE,Marketing,Professional,26,2,French
402,0,SaiVa SysTem – a CMMI Level III Company,https://www.linkedin.com/company/saivasystem,Account Manager & Talent Acquisition Lead,2019-06,,ACTIVE,Human Resources,Lead,41,6,English
403,0,Selbstständig,,Geschäftsführender Gesellschafter,1995-02,,ACTIVE,Other,Management,33,2,German
403,1,BAUMA Vermiet- und Handels GmbH,https://www.linkedin.com/company/bauma-vermiet-und-handels-gmbh,Geschäftsführender Gesellschafter CEO,1995-02,,ACTIVE,Other,Management,37,3,German
404,0,Domtar,https://www.linkedin.com/company/domtar,Maintenance & Engineering Manager,2010,,ACTIVE,Information Technology,Professional,33,4,English
406,0,Bank-Verlag GmbH,https://www.linkedin.com/company/bank-verlag-gmbh,Bereichsleiter Central Service Center,2022-12,,ACTIVE,Customer Support,Lead,37,4,German
406,1,Christmann & Pfeifer GmbH & Co.,,Mitglied des Aufsichtsrats,2014-09,,ACTIVE,Other,Management,26,3,French
407,0,AI in Complex Systems Lab - CEHC - UAlbany,https://www.linkedin.com/company/ai-complex-lab,Researcher,2024-07,,ACTIVE,Other,Professional,10,1,Other
408,0,Wagener,,Schornsteinfeger Meisterbetrieb,1999-01,,ACTIVE,Other,Lead,31,2,Other
411,0,Europris,https://www.linkedin.com/company/europris-as,Senior UX Designer,2022-03,,ACTIVE,Information Technology,Senior,18,3,English
412,0,Accenture DACH,https://www.linkedin.com/company/accenture-dach,Cloud Advisory Analyst,2024-07,,ACTIVE,Consulting,Professional,22,3,English
413,0,MSH Medien System Haus GmbH & Co. KG,https://www.linkedin.com/company/msh-medien-system-haus-gmbh-&-co.-kg,Leiter Managed IT | Cloud Services,1999-04,,ACTIVE,Information Technology,Lead,34,6,German
415,0,Magenta Telekom,https://www.linkedin.com/company/magenta-telekom,Senior Manager B2B Contract & Implementation Management,2022-01,,ACTIVE,Project Management,Senior,55,7,English
416,0,Automotive Lighting,https://www.linkedin.com/company/marelligroup,Research Development Group Manager,2020-01,,ACTIVE,Information Technology,Professional,34,4,English
417,0,Pirelli Deutschland GmbH,,Head of accounting and tax department,1984-10,,ACTIVE,Other,Lead,37,6,French
418,0,Liegenschaften Stadt Zürich,https://www.linkedin.com/company/liegenschaften-stadt-zürich,Teamleiter Bestandesentwicklung,2024-05,,ACTIVE,Other,Lead,31,2,German
418,1,Liegenschaften Stadt Zürich,https://www.linkedin.com/company/liegenschaften-stadt-zürich,Projektleiter Bestandesentwicklung bei Liegenschaften Stadt Zürich,2023-06,,ACTIVE,Project Management,Lead,66,6,German
418,2,Genossenschaft Neubühl,https://www.linkedin.com/company/genossenschaft-neubühl,Vorstandsmitglied,2023-10,,ACTIVE,Other,Management,17,1,Other
420,0,Datenschutz,https://www.linkedin.com/company/datenschutz,Juristin,2022-08,,ACTIVE,Other,Professional,8,1,Other
421,0,Rudolf Klaschka GmbH,,Projektleiter,2015-07,,ACTIVE,Project Management,Lead,13,1,German
422,0,Det Danske Madhus,https://www.linkedin.com/company/det-danske-madhus,Head of Procurement,2023-06,,ACTIVE,Purchasing,Lead,19,3,Other
423,0,BLOX IT AB,https://www.linkedin.com/company/blox-it-ab,Ägare & affärsområdeschef IT (CTO),2021-04,,ACTIVE,Information Technology,Management,34,5,French
423,1,Scandinavian Solutions,https://www.linkedin.com/company/scandinavian-solutions,Founder and owner,2023-03,,ACTIVE,Other,Management,17,3,German
423,2,Scandinavian Solutions,https://www.linkedin.com/company/scandinavian-solutions,Grundare & ägare,2019-05,,ACTIVE,Other,Management,16,3,German
425,1,Hotel An der Philharmonie GmbH,https://www.linkedin.com/company/hotel-an-der-philharmonie-gmbh,HGF,1995-01,,ACTIVE,Other,Professional,3,1,Other
426,0,Validatis,https://www.linkedin.com/company/validatis,Managing Director (CTO),2025-04,,ACTIVE,Information Technology,Management,23,3,English
426,1,Kerentia GmbH,https://www.linkedin.com/company/kerentia,Managing Director & Co-Founder,2022-09,,ACTIVE,Other,Management,30,4,German
428,0,Robert Bosch GmbH,,Senior Manager,2020-03,,ACTIVE,Other,Senior,14,2,English
428,1,Robert Bosch GmbH,,Quality Engineer,2013-10,,ACTIVE,Information Technology,Professional,16,2,English
431,0,"Tyto Athene, LLC",https://www.linkedin.com/company/gotyto,Cyber Security Analyst - Senior,2022-07,,ACTIVE,Information Technology,Senior,31,5,English
433,0,TRW,https://www.linkedin.com/company/zf-group,Purchasing Senior Manager,1985-08,,ACTIVE,Purchasing,Senior,25,3,English
434,0,Arcadia,,Partner,2000-03,,ACTIVE,Business Development,Management,7,1,Other
435,0,InfoCom GmbH,https://www.linkedin.com/company/infocom-gmbh,Managing Director,1988,,ACTIVE,Other,Management,17,2,English
436,0,CONSTANT AG,,"Vorstandsassistent, CMO",2017-01,,ACTIVE,Marketing,Management,23,2,German
436,1,CONSTANT AG,,Assistent der Geschäftsleitung,2013-02,,ACTIVE,Administrative,Lead,30,3,German
437,0,Elevate Advertising,https://www.linkedin.com/company/elevate-advertising,Co-Founder and CEO,2016-08,,ACTIVE,Other,Management,18,3,German
438,0,Airbus Helicopters,https://www.linkedin.com/company/airbusgroup,Sub-Manager Coordination & Planning,2012-01,,ACTIVE,Project Management,Lead,35,4,English
438,1,Airbus Helicopters,https://www.linkedin.com/company/airbusgroup,Sub-Manager Coordination & Planning,2012-01,,ACTIVE,Project Management,Lead,35,4,English
439,0,Blaser Group,https://www.linkedin.com/company/blaser-group,Geschäftsführer (CEO),2020-05,,ACTIVE,Other,Management,21,2,German
440,0,Van Dijk Tuinen,,Vakbekwaam Hovenier,2020-07,,ACTIVE,Other,Professional,19,2,Turkish
441,0,RMS Radio Marketing Service GmbH & Co. KG,https://www.linkedin.com/company/rms-radio-marketing-service-gmbh-&-co-kg,Verkaufsmanager,2003-11,,ACTIVE,Sales,Professional,15,1,English
443,0,Kennesaw State University Norman J. Radow College of Humanities and Social Sciences,,Professor of French and Francophone Studies,2023-07,,ACTIVE,Other,Professional,43,6,German
443,1,Conseil International d'Études Francophones (CIEF),https://www.linkedin.com/company/conseil-international-d'-tudes-francophones-cief-,Co-Executive Director,2016-06,,ACTIVE,Other,Management,21,2,English
444,0,DB - DEUTSCHE BAHN AG,,HR Specialist Personnel Development,2012-05,,ACTIVE,Human Resources,Professional,35,4,English
445,0,Inno and Co,,Directeur,2025-03,,ACTIVE,Other,Director,9,1,French
446,0,Wow! Momo,https://www.linkedin.com/company/wow-momo,Senior Executive in L&D Department,2022-07,,ACTIVE,Human Resources,Senior,34,5,English
447,0,Vacon srl,,Finance and HR,1990-12,,ACTIVE,Other,Professional,14,3,Other
448,0,"FZEY GmbH – Frohe Zukunft, ey!",https://www.linkedin.com/company/frohe-zukunft-ey,Geschäftsführer + Berater + Designer,2009-01,,ACTIVE,Other,Management,36,5,German
448,1,"FZEY GmbH – Frohe Zukunft, ey!",https://www.linkedin.com/company/frohe-zukunft-ey,Geschäftsführer,2005-01,,ACTIVE,Other,Management,15,1,German
449,0,Johann Wolfgang Goethe-Universität Frankfurt am Main,,PHD Student,2021-10,,ACTIVE,Other,Junior,11,2,French
450,0,Zürcher Hochschule der Künste,,Dozent,2013,,ACTIVE,Other,Professional,6,1,Other
451,0,MetLife,https://www.linkedin.com/company/metlife,"AVP, Dental Quality & Clinical Oversight",2023-12,,ACTIVE,Other,Professional,40,6,French
452,0,Kick-Media AG,https://www.linkedin.com/company/kick-media-ag,Vorstandsvorsitzender der Kick-Media AG,2001-10,,ACTIVE,Other,Management,39,4,German
453,0,Carsat Sud-Est,https://www.linkedin.com/company/carsat-sud-est,Administrateur suppléant/ Membre des Commissions Marchés / Relations avec le Public / CTR2,2018-03,,ACTIVE,Other,Junior,90,13,French
453,1,ANCIENS COMBATTANTS ET VICTIMES DE GUERRE,https://www.linkedin.com/company/anciens-combattants-et-victimes-de-guerre,Assistant,2023-01,,ACTIVE,Administrative,Junior,9,1,English
454,0,Neue Pressegesellschaft,https://www.linkedin.com/company/neue-pressegesellschaft,"Gesamtleiterin Personal, Mitglied der Geschäftsleitung",2018-04,,ACTIVE,Human Resources,Lead,54,5,German
456,0,The Strategy Group,,Partner,2015-12,,ACTIVE,Business Development,Management,7,1,Other
457,0,HOTEL - RESTAURANT L OURS DE MUTZIG,https://www.linkedin.com/company/hotel---restaurant-l-ours-de-mutzig,Responsable de salle,2025-01,,ACTIVE,Administrative,Lead,20,3,French
459,0,"Svendsen and Associates, LLC",,Special Education Advocate/Education Consultant,2025-01,,ACTIVE,Consulting,Professional,47,4,English
461,0,GEMELLii Drinks GmbH,https://www.linkedin.com/company/gemellii-drinks-gmbh,CEO & Co-Founder,2017-03,,ACTIVE,Other,Management,16,3,German
461,1,Havas Media,https://www.linkedin.com/company/havas-media-network,Project Coordinator Finance,2013-02,,ACTIVE,Project Management,Lead,27,3,English
462,0,Johannes-Diakonie Mosbach,,Bauprojektleiter,2023-01,,ACTIVE,Project Management,Lead,16,1,German
462,1,Johannes-Diakonie Mosbach,,"Projektleiter, Bau-+ Neubauprojekte",2023-01,,ACTIVE,Project Management,Lead,35,3,German
465,0,Stefan Wulff AB,,Owner,2010-12,,ACTIVE,Other,Management,5,1,Other
465,1,Wordplay trycksaksproduktion,,Owner,2005-08,,ACTIVE,Other,Management,5,1,Other
466,0,Ingo Wolters,,Systemischer Berater für Organisationsentwicklung und Coach,2017-05,,ACTIVE,Consulting,Professional,59,6,German
467,0,Cosmetix West,https://www.linkedin.com/company/cosmetix-west,General Manager/Vice President of Planning,2010-05,,ACTIVE,Other,Management,42,5,French
468,0,"Novartis, P&O Switzerland",,Senior Diversity & Inclusion Partner,2016-04,,ACTIVE,Human Resources,Senior,36,5,English
469,0,Weber Management Solutions,https://www.linkedin.com/company/weber-management-solutions,Managing Director,2020-05,,ACTIVE,Other,Management,17,2,English
470,0,Werimo Group,,Key Account / Project Manager,2021-12,,ACTIVE,Other,Lead,29,5,English
472,0,Grubers Beckett,,Owner,2001-05,,ACTIVE,Other,Management,5,1,Other
473,0,Klarna,https://www.linkedin.com/company/klarna,Senior Commercial Manager,2021-11,,ACTIVE,Sales,Senior,25,3,English
475,0,IAV,https://www.linkedin.com/company/iav-gmbh,Executive Vice President Connected Software Systems & Services,2021-04,,ACTIVE,Information Technology,Management,62,8,English
476,0,Hausbank München eG,https://www.linkedin.com/company/hausbank-muenchen,"Abteilungsleiter Vertrieb, Dipl. Bankbetriebswirt Management (ADG)",2003-01,,ACTIVE,Sales,Lead,66,6,German
477,0,Continental,https://www.linkedin.com/company/continental,HR IT Consultant,2022-06,,ACTIVE,Consulting,Professional,16,3,English
478,0,Sinosteel-Tech,,CEO,2013,,ACTIVE,Other,Management,3,1,Other
479,0,Gemeente Arnhem,https://www.linkedin.com/company/gemeentearnhem,Bestuursassistent,2022-10,,ACTIVE,Administrative,Professional,17,1,German
481,0,instagrid,https://www.linkedin.com/company/instagrid,Senior Data Analyst,2023-11,,ACTIVE,Information Technology,Senior,19,3,English
483,0,Jönköping University ILO,,Tekniklektor,2018-01,,ACTIVE,Information Technology,Lead,12,1,French
483,1,Winkler Organisationsutveckling AB,,"Utbildare och konsult inom organisation, ledarskap och projektledning",1997,,ACTIVE,Consulting,Professional,69,8,French
484,0,Irwin Mitchell,https://www.linkedin.com/company/irwin-mitchell,Trainee Solicitor,2025-03,,ACTIVE,Other,Junior,17,2,Other
486,0,Reinvigorate Group,,Managing Director,2003-09,,ACTIVE,Other,Management,17,2,English
489,0,Verna,https://www.linkedin.com/company/verna_iceland,Chief Operating Officer,2020-05,,ACTIVE,Other,Management,23,3,English
490,0,Selbständig,,Geschäftsführer Bergauer-Logistic,2001-04,,ACTIVE,Other,Management,33,2,German
490,1,Bergauer-Pharmalogistik e.K.,,Geschäftsführer,2012-01,,ACTIVE,Other,Management,15,1,German
491,0,Infosys,https://www.linkedin.com/company/infosys,Senior Technology Architect,2023-11,,ACTIVE,Information Technology,Senior,27,3,English
493,0,InterContinental Hotels Group (IHG®),https://www.linkedin.com/company/ihghotels&resorts,Director Of Food And Beverage,2017-04,,ACTIVE,Other,Director,29,5,English
494,0,John Hancock,https://www.linkedin.com/company/john-hancock,Managing Sr. Underwriting Director,2025-03,,ACTIVE,Other,Senior,34,4,German
495,0,msg global solutions,https://www.linkedin.com/company/msg-global,Head of Business Unit Finance | Executive Vice President,2023-06,,ACTIVE,Other,Lead,56,9,English
496,0,CBRE GWS GmbH,,Facility Coordinator CBRE GWS GmbH,2017-12,,ACTIVE,Administrative,Lead,34,5,English
496,1,ISS Facility Services,,Facility Coordinator,2017-12,,ACTIVE,Administrative,Lead,20,2,English
497,0,CCA Corporate Counsel Advisors,,Director,2025-02,,ACTIVE,Other,Director,8,1,English
497,1,Institute of Corporate Directors Malaysia (ICDM),https://www.linkedin.com/company/icdm-malaysia,Member,2020-01,,ACTIVE,Other,Professional,6,1,Other
498,0,Brunswick Group,https://www.linkedin.com/company/brunswick-group,Associate,2021-10,,ACTIVE,Other,Junior,9,1,Other
499,0,Action Sales Food Service Equipment & Supplies,https://www.linkedin.com/company/action-sales-inc,Buyer,2021-11,,ACTIVE,Purchasing,Professional,5,1,Other
501,0,Leatherman Tool Group,https://www.linkedin.com/company/leatherman-tool-group,Warranty Service Specialist,2020-10,,ACTIVE,Customer Support,Professional,27,3,English
502,0,Cognizant,https://www.linkedin.com/company/cognizant,HR - Talent Manager,2015-03,,ACTIVE,Human Resources,Professional,19,4,English
502,3,Freelance,,Freelance Photographer,2011-12,,ACTIVE,Other,Professional,22,2,French
503,0,vialytics,https://www.linkedin.com/company/vialytics,Senior Director of Sales & SDR Germany,2025-01,,ACTIVE,Sales,Director,38,7,English
503,1,vialytics,https://www.linkedin.com/company/vialytics,Director of Sales & SDR Germany,2023-07,,ACTIVE,Sales,Director,31,6,English
505,0,GLS,https://www.linkedin.com/company/gls,Addetto alla logistica,2022-08,,ACTIVE,Other,Professional,22,3,French
506,1,Xsenses GmbH,,CEO,2020-10,,ACTIVE,Other,Management,3,1,Other
508,0,PPD,https://www.linkedin.com/company/ppd,Assistant Clinical Research Associate,2023-06,,ACTIVE,Other,Junior,37,4,English
508,1,Greeneeng,https://www.linkedin.com/company/greeneeng,Chief Operating Officer,2019-01,,ACTIVE,Other,Management,23,3,English
509,0,eccoform production GmbH,,Office Administrator,2011-08,,ACTIVE,Administrative,Professional,20,2,English
510,0,DEWESoft Deutschland GmbH,,Regionaler Vertriebsleiter,2013-03,,ACTIVE,Sales,Lead,26,2,German
511,0,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,https://www.linkedin.com/company/gizgmbh,Portfolio Manager,2022-01,,ACTIVE,Other,Professional,17,2,English
512,0,Innocard Loyalty AG,,Inhaber,2024-05,,ACTIVE,Other,Management,7,1,Other
513,0,"TTI, Inc. - Europe",https://www.linkedin.com/company/tti-europe,Technical Development Manager - Interconnect,2024-10,,ACTIVE,Information Technology,Professional,44,5,English
514,0,Wälchli und Partner AG,,Partner und VRP,2001-06,,ACTIVE,Business Development,Management,15,3,German
514,1,Wälchli & Partner AG,,dipl. Bauingenieur FH/STV,2001-06,,ACTIVE,Other,Professional,25,3,German
515,0,Winning BLW Group,https://www.linkedin.com/company/winning-blw-group,Vice President,2020-11,,ACTIVE,Other,Management,14,2,French
517,0,Quest Equity,https://www.linkedin.com/company/questequity,Chief Executive Officer,2024-05,,ACTIVE,Other,Management,23,3,English
518,0,Einzelunternehmen,https://www.linkedin.com/company/einzelunternehmen,Programmierer,2003-04,,ACTIVE,Information Technology,Professional,13,1,Other
519,0,Krones,https://www.linkedin.com/company/krones,Global Mobility Consultant,2023-09,,ACTIVE,Consulting,Professional,26,3,English
520,0,Privatpraxis für Orthopädie und Naturheilverfahren,,"Facharzt für Orthopädie und Unfallchirurgie,Chirurgie Chirotherapie, , Naturheilverfahren",2012-02,,ACTIVE,Other,Professional,89,8,German
521,0,Smurfit Westrock,https://www.linkedin.com/company/smurfit-westrock,Qualitätsmanager,2024-07,,ACTIVE,Project Management,Lead,16,1,English
521,1,Smurfit Kappa,https://www.linkedin.com/company/smurfit-kappa-group,Qualitätsmanager,2020-01,,ACTIVE,Project Management,Lead,16,1,English
522,0,"Mimetics, LLC",,CEO,2015-01,,ACTIVE,Other,Management,3,1,Other
522,1,"Criterion Capital, LLC",,Principal,2010-06,,ACTIVE,Other,Senior,9,1,Other
523,0,ALDI Nord,https://www.linkedin.com/company/aldinord,Senior Manager,2023-01,,ACTIVE,Other,Senior,14,2,English
524,0,Selbstständig,,DayTrader,2017-08,,ACTIVE,Other,Professional,9,1,German
525,0,Webasto Group,https://www.linkedin.com/company/webasto,VP Purchasing & Supplier Quality Webasto China,2025-02,,ACTIVE,Purchasing,Management,46,7,Other
528,0,Clark National Accounts,https://www.linkedin.com/company/clark-national-accounts,Equipment Project Manager,2025-02,,ACTIVE,Project Management,Professional,25,3,English
529,1,"Kunshan lian da information technology co., LTD",,"lian da information technology co., LTD",2013-08,,ACTIVE,Other,Professional,39,6,Other
530,0,Washington's Best Guides LLC,,Business Owner,2017-02,,ACTIVE,Other,Management,14,2,English
530,1,Karen Pohlmann Miller,,Owner,2010-04,,ACTIVE,Other,Management,5,1,Other
531,0,CROWDFOX GmbH,https://www.linkedin.com/company/crowdfox,Geschäftsführer - CEO,2020-08,,ACTIVE,Other,Management,21,3,German
531,1,SchaeferJuede Consulting,,Co-Founder,2019-07,,ACTIVE,Other,Management,10,1,German
532,0,10X Health System,https://www.linkedin.com/company/10x-health-system,EVP Strategic Partnerships,2025-02,,ACTIVE,Business Development,Professional,26,3,Other
533,0,Service Experts Heating & Air Conditioning,https://www.linkedin.com/company/service-experts,Senior HVAC Technician,2022-10,,ACTIVE,Other,Senior,22,3,English
534,0,AkzoNobel,https://www.linkedin.com/company/akzonobel,Non Executive Director - Member of the Supervisory Board,2025-04,,ACTIVE,Other,Management,56,9,English
534,1,LANXESS,https://www.linkedin.com/company/lanxess,Non Executive Director - Member of the Supervisory Board,2024-05,,ACTIVE,Other,Management,56,9,English
535,0,Gemeinde Langgöns,https://www.linkedin.com/company/gemeinde-langgöns,Bauverwaltung,2020-09,,ACTIVE,Administrative,Professional,13,1,German
535,1,Gemeinde Langgöns,https://www.linkedin.com/company/gemeinde-langgöns,Baubeamter,2020-09,,ACTIVE,Other,Professional,10,1,Other
536,0,Freiberuflich,,Rechtsanwalt mit Schwerpunkt Gen-/Biotechnik und Arzneimittelrecht,2023-01,,ACTIVE,Other,Professional,66,6,German
537,0,The Seattle Times,https://www.linkedin.com/company/the-seattle-times,Sports Columnist,2015-08,,ACTIVE,Other,Professional,16,2,Other
538,0,IBM Switzerland Ltd.,,Managing Consultant - Business Transformation,2024-11,,ACTIVE,Consulting,Professional,45,5,English
541,0,BACHMANN Group,https://www.linkedin.com/company/bachmann-group,CEO,1989-07,,ACTIVE,Other,Management,3,1,Other
542,0,Mecklenburgische Versicherungsgruppe,https://www.linkedin.com/company/mecklenburgische-versicherungen,Vorsitzender der Aufsichtsräte Mecklenburgische Versicherungen,2021-06,,ACTIVE,Other,Management,62,5,French
543,0,KfW,https://www.linkedin.com/company/kfw,Junior Referent Landesförderinstitute,2023-09,,ACTIVE,Other,Junior,37,3,German
546,0,TheKingmaker,,Kingmaker,2011-02,,ACTIVE,Other,Professional,9,1,Other
546,1,Carlo Chincarini Coaching,,Founder,2020-05,,ACTIVE,Other,Management,7,1,German
547,0,BookLogic,https://www.linkedin.com/company/booklogic,Head of Sales & Partnerships,2020-01,,ACTIVE,Sales,Lead,28,5,English
547,1,Partnership Leaders,https://www.linkedin.com/company/partnershipleaders,Member,2020,,ACTIVE,Other,Professional,6,1,Other
547,2,RevGenius,https://www.linkedin.com/company/revgenius,Member,2020,,ACTIVE,Other,Professional,6,1,Other
547,3,Cloud Software Association,https://www.linkedin.com/company/cloud-software-association,Member,2020,,ACTIVE,Other,Professional,6,1,Other
548,0,GFA Consulting Group GmbH,https://www.linkedin.com/company/gfa-consulting-group-gmbh,Public Health Consultant,2024-06,,ACTIVE,Consulting,Professional,24,3,English
549,0,Yve!decoration GmbH,,Vertriebsleiter,2013-05,,ACTIVE,Sales,Lead,15,1,German
550,0,Nokia,https://www.linkedin.com/company/nokia,DevSecOps CoE Lead,2021-09,,ACTIVE,Information Technology,Lead,18,3,French
551,0,RATIONAL AG,https://www.linkedin.com/company/rational-ag,Executive Vice President Digital Customer Solutions,2025-01,,ACTIVE,Marketing,Management,51,6,English
552,0,NASA Federal Credit Union,https://www.linkedin.com/company/nasa-federal-credit-union,Senior Financial Crimes Investigator,2015-10,,ACTIVE,Other,Senior,36,4,English
553,0,Georg Thieme Verlag KG,https://www.linkedin.com/company/thieme,Projektmanager Therapieberufe,2016-09,,ACTIVE,Project Management,Professional,29,2,English
554,0,Kernkraftwerk Gösgen-Däniken AG,https://www.linkedin.com/company/kernkraftwerk-gösgen-däniken-ag,Leiter Zerstörungsfreie Prüfungen MQP,2020-01,,ACTIVE,Other,Lead,37,4,German
554,1,Kernkraftwerk Gösgen-Däniken AG,https://www.linkedin.com/company/kernkraftwerk-gösgen-däniken-ag,Qualitätsicherung,1992-03,,ACTIVE,Information Technology,Professional,17,1,Other
555,0,DB Engineering & Consulting,https://www.linkedin.com/company/db-engineering-consulting,Referent Digitale Schiene,2020-01,,ACTIVE,Marketing,Professional,25,3,German
556,0,Orange Lion Hospitality Consulting Sagl.,https://www.linkedin.com/company/orange-lion-hospitality-experts,Director Projects,2019-03,,ACTIVE,Project Management,Director,17,2,English
557,0,LASER COMPONENTS,https://www.linkedin.com/company/laser-components,Geschäftsführer / General Manager,2023-11,,ACTIVE,Other,Management,33,4,English
558,0,Engel & Völkers Hotel Consulting GmbH,https://www.linkedin.com/company/engel-voelkers-hotel-consulting-gmbh,Managing Partner,2016-11,,ACTIVE,Business Development,Management,16,2,Other
561,0,Greenwood Health and Living,,Diatary Aide,2011,,ACTIVE,Other,Professional,12,2,French
563,0,Freelance,,Consultant,2015-08,,ACTIVE,Consulting,Professional,10,1,English
564,0,zeb consulting,https://www.linkedin.com/company/zebconsulting,Research Analyst,2020-09,,ACTIVE,Other,Professional,16,2,English
565,0,Siemens AG,https://www.linkedin.com/company/siemens,Senior Consultant Data Center,2016-04,,ACTIVE,Consulting,Senior,29,4,English
566,0,RIV Technologies,https://www.linkedin.com/company/riv-academy,Head Of RIV Academy - Blockchain,2024-04,,ACTIVE,Information Technology,Lead,32,6,French
567,0,PROXORA Compliance Management. Next Level.,https://www.linkedin.com/company/proxora,Software Architect,2023-11,,ACTIVE,Information Technology,Senior,18,2,English
568,0,Bosch,https://www.linkedin.com/company/bosch,Product and Service Manager Qualitymanagement; Solution architect,2021-05,,ACTIVE,Other,Professional,65,7,English
569,0,Baumanu GmbH & Co. KG,,Geschäftsführender Inhaber,2003-05,,ACTIVE,Other,Management,26,2,German
570,0,B+S GmbH Logistik und Dienstleistungen,https://www.linkedin.com/company/b-s-gmbh-logistik-und-dienstleistungen,Team/Bereichsleiter,2024-10,,ACTIVE,Other,Lead,19,1,German
571,0,B&S Sicherheits- und Elektrotechnik GmbH,,Elektrotechniker mit erweitertem Aufgabenbereich,2010-10,,ACTIVE,Other,Professional,48,4,French
572,0,Belastingdienst,https://www.linkedin.com/company/belastingdienst,(gedelegeerd) Business owner,2022-03,,ACTIVE,Other,Management,28,3,French
573,0,MSA - The Safety Company,https://www.linkedin.com/company/msa-the-safety-company,"Regional Sales Manager, Central European Region",2018-01,,ACTIVE,Sales,Professional,47,6,English
574,0,ASH Adolf Schlünder Handelsagentur GmbH & Co. KG,,Mitglied der Geschäftsleitung,2018-07,,ACTIVE,Other,Management,29,3,French
574,1,ASH Adolf Schlünder Handelsagentur GmbH & Co. KG,,Key-Account-Manager,2013-07,,ACTIVE,Sales,Professional,19,1,English
575,0,CONTACT Software,https://www.linkedin.com/company/contact-software,Chief Transformation Officer,2023-05,,ACTIVE,Other,Management,28,3,English
575,1,Freelance,,In non compete phase,2023-01,,ACTIVE,Other,Professional,20,4,Other
576,0,C.H. Robinson Worldwide GmbH,https://www.linkedin.com/company/c.h.-robinson-worldwide-gmbh,General Manager:in,2018-01,,ACTIVE,Other,Management,18,2,English
576,1,C.H. Robinson,https://www.linkedin.com/company/c-h-robinson,Branch Manager,2011,,ACTIVE,Other,Professional,14,2,English
577,0,Stealth Startup,https://www.linkedin.com/company/stealth-startup-careers,Summoner,2023-11,,ACTIVE,Other,Professional,8,1,Other
577,1,dOrg,https://www.linkedin.com/company/dorg-tech,Business Development Agent,2024-08,,ACTIVE,Business Development,Professional,26,3,English
577,2,Hive3,https://www.linkedin.com/company/hive3tech,Advisor,2024-05,,ACTIVE,Consulting,Professional,7,1,Other
577,3,Redcurry,https://www.linkedin.com/company/redcurry,Advisor,2023-04,,ACTIVE,Consulting,Professional,7,1,Other
577,4,OpenExO,https://www.linkedin.com/company/openexo,ExO Sprint Coach,2020-05,,ACTIVE,Consulting,Lead,16,3,Other
577,5,OpenExO,https://www.linkedin.com/company/openexo,ExO Trainer,2020-07,,ACTIVE,Other,Professional,11,2,Other
577,6,OpenExO,https://www.linkedin.com/company/openexo,Ambassador,2020-03,,ACTIVE,Sales,Professional,10,1,Other
577,7,OpenExO,https://www.linkedin.com/company/openexo,ExO Consultant,2020-02,,ACTIVE,Consulting,Professional,14,2,English
577,8,OpenExO,https://www.linkedin.com/company/openexo,Member,2019-02,,ACTIVE,Other,Professional,6,1,Other
577,9,Sistema B,https://www.linkedin.com/company/sistema-b,Multiplicador B,2018-12,,ACTIVE,Other,Professional,15,2,Other
578,0,Indépendant,,Professeur de Mathématique particulier,2024-09,,ACTIVE,Other,Professional,38,4,French
579,0,Teledyne DALSA,https://www.linkedin.com/company/teledyne-dalsa,Business Development Leader,2022-01,,ACTIVE,Business Development,Lead,27,3,English
581,0,Kulturliebekoeln,https://www.linkedin.com/company/kulturliebekoeln,Mitgründerin,2020-01,,ACTIVE,Other,Management,12,1,German
581,1,TOR COLOGNE LIMITED,https://www.linkedin.com/company/tor-cologne-limited,Digitalbeauftragte,2018-01,,ACTIVE,Marketing,Lead,18,1,Other
582,0,Robert Fink Media,,Eigenaar,2020-05,,ACTIVE,Other,Management,8,1,Other
582,1,Hrodberaht Film,,Eigenaar,2022-01,,ACTIVE,Other,Management,8,1,Other
